Name,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,BestPlayers,MfgPlaytime,MfgAgeRec,category
Ausgebremst,1993,1.5862,6.86566,3,6,0,45,10,misc
Railway Rivals,1979,2.3333,6.7074,2,6,0,90,10,misc
Freibeuter,1998,1.85,6.32242,2,4,0,45,9,misc
Esels-Rennen,1989,1.1818,5.52269,2,6,0,15,8,misc
Magic: The Gathering,1993,3.2219,7.53543,2,2,2,20,13,CGS
Billabong,1992,1.9242,6.87051,2,4,0,30,10,misc
Zankapfel,1993,2.0,6.29683,3,6,0,60,12,misc
Inkognito,1988,2.156,6.59027,3,5,4,90,10,Family
In Teufels Küche,1993,1.0909,6.10426,2,4,0,60,10,Childrens
Road to the White House,1992,3.5312,6.17035,3,6,0,240,12,misc
Totem,1995,2.5,5.49587,2,4,0,90,10,misc
DungeonQuest,1985,1.9283,6.73358,1,4,4,60,10,Thematic
Olé!,1996,1.4286,6.57758,3,8,0,30,8,misc
Cold War,1984,2.871,6.13739,4,4,0,180,12,Strategy
Taj Mahal,2000,2.9923,7.27856,2,5,4,90,12,Strategy
Mr. President,1967,2.1667,6.59843,2,4,0,60,12,Strategy
The Broadway Game,1981,2.3077,6.43512,2,6,0,120,12,misc
Citadels,2000,2.0524,7.07887,2,8,5,60,10,misc
Bambuti,1999,2.6923,5.90462,2,2,0,20,12,misc
Carolus Magnus,2000,2.5827,6.82358,2,4,3,60,12,Strategy
Sky Runner,1999,1.5676,5.54634,2,5,0,30,8,misc
Diplomacy,1959,3.3548,7.04026,2,7,7,360,12,misc
Stratego Legends,1999,2.2642,5.7957,2,8,0,60,8,CGS
Galloping Pigs,1992,1.1413,5.775,2,5,0,30,6,Family
Barnyard Buddies,1996,1.0333,5.71263,2,8,0,15,4,Childrens
Power,1981,2.64,6.01475,2,4,0,30,10,misc
Stake Your Claim,1985,1.0,6.05,2,6,0,15,6,misc
Pacal,1999,1.6667,6.1501,2,2,0,30,12,misc
Warangel,2000,2.5135,7.71165,2,6,0,60,12,War
Web of Power,2000,2.4441,7.30567,3,5,3,60,12,misc
Aladdin's Dragons,2000,2.4685,6.90575,3,5,5,90,10,misc
Ave Caesar,1989,1.3584,6.62966,2,6,6,30,12,Family
Time Pirates,2000,2.04,5.57638,3,6,0,60,10,misc
Dilemma,2000,1.0,4.20667,3,5,0,30,10,misc
Vampire,2000,1.3425,5.931,3,5,0,30,10,Family
Arbos,1999,1.0,6.36683,1,8,0,30,6,misc
MARK,1997,1.3333,5.94915,2,4,0,60,10,misc
Dschungelrennen,1989,1.0,6.17778,2,5,0,30,10,Childrens
Through the Desert,1998,2.2044,7.07686,2,5,3,45,10,misc
Die Verbotene Stadt,1992,1.8125,6.06596,2,4,0,60,12,misc
Goldener Drache,1992,1.7778,5.70327,2,5,0,30,10,misc
The Big Cheese,1998,1.3455,5.8854,3,6,0,30,10,Family
Cartel,1973,2.25,6.9834,2,4,0,90,10,misc
Blue Max,1983,2.2727,7.12097,2,6,0,60,13,War
The Reef,2000,1.6164,5.69583,2,2,0,60,10,Family
Eschnapur,2000,2.3529,5.68267,3,5,0,60,10,misc
Silverton,1991,3.25,7.10227,1,6,4,180,12,Strategy
Holiday!,1973,2.0,6.61051,2,8,0,40,8,misc
True Colors,1989,1.1463,6.06378,3,6,0,30,18,Party
6-Tage Rennen,1986,1.76,6.90602,3,8,0,60,8,Family
Mush,1994,1.7143,5.83319,2,6,0,60,10,misc
Axis & Allies: Europe,1999,2.8421,6.5141,2,4,2,210,12,War
Crokinole,1876,1.25,7.93845,2,4,2,30,8,Family
Desperados,1980,1.4667,5.57124,2,4,0,30,8,Family
Pisa,1999,1.75,6.27076,3,5,0,45,12,misc
Abalone,1987,2.1812,6.45465,2,2,2,30,7,Abstract
GIPF,1996,2.7742,7.09397,2,2,2,60,9,Abstract
ZÈRTZ,1999,2.7455,7.27648,2,2,2,60,9,Abstract
Charlemagne,1998,4.0,6.27667,2,4,0,90,10,misc
Entenrallye,1988,1.75,5.88182,2,6,0,60,10,misc
Merchants of Amsterdam,2000,2.6319,6.71396,3,5,0,60,10,Strategy
Labyrinth: The Card Game,2000,1.2239,5.56466,2,6,0,30,7,misc
N.Y. Chase,1999,1.9804,6.40286,3,6,0,45,10,misc
Power Barons,1986,2.0417,5.51503,3,4,0,30,10,misc
Visionary,1997,1.2692,6.46446,4,8,0,60,8,misc
Manager,1979,2.5333,6.44098,3,6,0,60,10,misc
Dampfross,1979,2.1974,6.24326,2,6,0,90,10,misc
Sisimizi,1996,1.9565,6.33884,2,4,0,45,10,Abstract
Das Motorsportspiel,1995,2.0,7.46209,2,12,0,120,10,Family
Animocrazy 豬事議會,2000,1.2804,5.53104,4,10,0,30,10,Party
Kaleidos,1994,1.25,6.70794,2,12,0,60,10,Party
Buck Rogers: Battle for the 25th Century Game,1988,2.6849,6.46356,2,6,0,120,10,War
Aerodrome,1994,2.2308,7.58245,2,12,0,60,12,War
Barbarossa,1988,1.5429,6.32474,3,4,0,60,12,misc
Battle Cry,1999,2.0955,7.14976,2,2,2,45,10,War
Bus,1999,3.0417,7.53447,3,5,4,120,14,Strategy
Chez Geek,1999,1.4183,5.71728,2,5,5,60,13,misc
La Città,2000,3.2764,7.0351,2,5,4,120,12,Strategy
The Princes of Florence,2000,3.2475,7.52664,2,5,5,100,12,Strategy
7 Safari,2000,1.1667,5.25243,2,6,0,20,8,Childrens
Laguna,2000,2.0,5.88165,2,4,0,30,9,misc
Der weiße Lotus,2000,2.8571,6.19936,3,6,0,80,12,misc
Metro,1997,1.6897,6.37047,2,6,2,30,8,misc
Flußpiraten,1990,2.1,6.1698,3,6,0,90,9,misc
Silberzwerg,2000,2.5128,6.40794,2,4,0,60,10,misc
Doolittle & Waite,1986,1.8571,6.25129,2,8,0,30,0,misc
Die Seidenstraße,1998,1.875,5.45761,2,7,0,60,10,misc
Port Royal,2000,2.3571,6.15902,3,4,0,60,10,misc
Wongar,2000,2.9762,6.29016,3,5,0,90,12,misc
Rage,1983,1.4685,6.15782,2,10,0,45,8,Family
Maestro,1989,1.8571,5.83811,2,4,0,30,8,misc
Papua,1992,1.5714,6.24681,3,6,0,60,10,misc
Battle Cattle,1996,1.5,5.46056,2,8,0,60,8,War
Grand Prix,1975,1.3636,6.42174,3,6,0,60,8,misc
Devil Take the Hindmost,1991,1.5135,6.43503,3,6,0,30,8,Family
Das Kollier,2000,2.5,5.47143,3,6,0,30,10,misc
Parts Unknown,1999,1.9048,6.01004,4,10,0,90,10,misc
Tile Chess,1999,2.6818,5.95463,2,6,0,90,12,Abstract
Kampf um Rom,1995,3.2,5.52162,3,4,0,180,16,War
Kardinal,2000,2.1818,6.55197,2,4,0,20,10,Abstract
Up Front,1983,3.4113,7.87075,2,3,2,60,12,War
Sumera,1999,3.0,6.22742,2,4,0,30,0,misc
Wiz-War,1983,1.9822,6.88221,2,4,4,60,10,Thematic
Mille Bornes,1954,1.2474,5.70346,2,6,4,45,8,Family
Spades,1938,2.0349,6.76555,4,4,0,60,10,Family
Favoriten,1989,1.3333,6.41983,2,5,0,60,9,misc
Sleuth,1971,2.4663,6.91567,3,7,4,45,10,Strategy
Escape from Elba,1999,1.6842,5.45185,3,6,0,60,10,Thematic
Die Weinhändler,2000,1.75,5.08559,3,6,0,60,10,misc
Take Two,1996,1.1429,5.85882,2,7,0,30,10,misc
Career Poker,1988,1.4118,6.61818,4,8,0,60,10,misc
Putsch,1998,3.2857,5.49789,3,6,0,120,16,misc
Verrat!,1999,3.0,5.35652,4,4,0,60,12,misc
Banana Republic,1993,1.4615,5.36358,2,5,0,30,10,misc
Pico 2,1997,1.1562,5.93643,2,2,0,5,10,misc
Honor of the Samurai,1996,2.1818,5.92587,3,6,0,60,10,misc
Siesta,1999,2.52,6.28864,2,4,0,60,8,Abstract
Knights of the Rainbow,1999,1.2,4.93529,2,6,0,45,10,misc
Ironman Football,1995,2.1667,6.28333,2,8,0,180,10,Thematic
Kippit,1999,1.0,5.9407,2,2,0,30,5,misc
Overboard,1978,1.8889,5.68767,2,2,0,15,8,Abstract
Rubik's Race,1982,1.28,6.04525,2,2,0,5,7,misc
Alles Futsch,1998,2.0,5.29032,2,5,0,45,12,misc
MLB Showdown,2000,1.9444,6.21892,2,2,0,40,8,misc
The Bottle Imp,1995,1.8726,6.74006,2,4,3,30,10,misc
We the People,1993,2.7234,7.31048,2,2,0,120,12,War
25 Words or Less,1996,1.5319,6.54796,4,99,0,35,10,Party
Change!,1999,1.2222,5.28281,2,8,0,30,10,Family
Swashbuckler: A Game of Swordplay and Derring-do,1980,2.4545,6.95812,2,6,0,90,12,misc
Quoridor,1997,1.8698,6.66289,2,4,2,15,8,Abstract
Business,1998,2.0,6.11125,2,6,0,45,8,misc
War and Peace,1980,3.3046,6.69662,2,6,0,180,12,War
Royal Tank Corps,2000,2.7059,6.52661,1,2,0,0,12,War
Q-Turn,1999,1.25,5.04055,2,4,0,20,8,Abstract
Double Quick,1999,1.5,7.06579,2,4,0,20,8,misc
Daytona 500,1990,1.7723,7.1353,2,4,3,70,10,misc
Cloud 9,1999,1.1533,6.48261,3,6,6,30,8,Family
Elixir,1997,1.4819,5.55636,3,8,0,60,10,misc
River Dragons,2000,1.719,6.5019,2,6,4,30,8,Family
Formula Motor Racing,1995,1.181,6.41108,3,6,6,20,8,Family
The Stock Car Championship Racing Card Game,1995,2.1364,6.8742,2,12,0,20,8,Strategy
Hera and Zeus,2000,2.0456,6.48803,2,2,2,30,12,Strategy
American Megafauna,1997,3.7917,6.85596,1,4,0,360,9,Strategy
Oodles,1992,1.3684,6.10415,3,10,0,20,0,Party
Deadlands: Doomtown Range Wars,2000,2.2,6.26844,2,8,0,90,10,CGS
Shipwrecked,2000,1.4681,5.69211,2,4,0,30,12,misc
Bosworth,1998,2.1,5.81967,2,4,0,60,8,Abstract
Pirate's Plunder,2000,1.5556,4.64221,2,6,0,30,8,misc
Mystick Domination,2000,2.8333,6.43333,2,5,0,30,12,misc
Vox Populi,1999,2.1111,4.38987,3,6,0,90,12,misc
Thieves of Bagdad,1999,2.1667,5.97797,3,6,0,90,10,misc
Fairy Meat,2000,1.625,5.98489,2,100,0,60,12,Thematic
Zero Down,1998,1.2444,6.46264,2,5,0,20,8,Family
X-Net,1999,2.5,5.71429,3,6,0,120,12,misc
Shit!,1996,1.1765,5.45009,2,6,0,20,8,misc
Castle,2000,1.9024,6.1028,2,5,0,30,14,Family
Münchhausen,1996,1.0909,5.88171,3,8,0,30,8,misc
Riffifi,2000,1.0,6.06919,3,5,0,15,10,misc
Where's Bob's Hat?,1990,1.5814,6.22904,3,5,0,45,10,misc
Siege,1999,1.0,4.83548,2,2,0,30,10,misc
Quackshot,1995,1.0,6.68333,2,4,0,10,6,Childrens
Stump,1968,1.0,6.38788,2,4,0,30,10,misc
Sternenhimmel,1995,2.0811,6.56071,3,5,0,30,10,Strategy
Plague & Pestilence,1993,1.3784,6.20708,2,6,0,45,0,Thematic
Starship Troopers,1976,3.1071,6.53283,1,2,0,120,12,War
Bull Run: The First Major Battle of the American Civil War,1983,3.0,6.3626,2,2,0,240,12,War
Star Traders,1987,2.3182,6.33325,2,6,0,120,12,Strategy
J.U.M.P. Into the Unknown,1999,2.7778,5.345,1,4,0,120,10,War
4th Dimension,1977,2.0,5.27625,2,2,0,45,12,Abstract
Ninja Wars,1998,1.0,4.68129,2,4,0,30,10,misc
Would You Rather...?,1998,1.2045,4.37405,3,8,0,20,12,misc
Minion Hunter,1992,1.8824,6.22414,1,6,0,60,12,misc
Dune,1984,2.16,5.76155,2,4,0,90,10,Thematic
Quarto,1991,1.9283,6.86154,2,2,2,20,8,Abstract
Monopoly: The Card Game,2000,1.4681,5.5378,2,6,0,30,8,Family
Marrakesh,1978,2.0,6.88726,2,2,0,45,0,Abstract
Dr. Jekyll & Mr. Hyde,1997,2.3611,6.75802,3,4,0,60,10,Strategy
Cabale,1999,2.5,6.16218,2,4,0,60,12,Abstract
Manchu: The Taiping Rebellion – 1852-1868,1988,2.7143,6.03375,2,2,0,240,12,War
Singapore,1984,2.4444,6.43255,2,2,0,120,12,War
Timbuktu,1993,2.786,6.65845,3,5,0,60,10,Strategy
Wizard Kings,2000,2.6513,6.71909,2,7,0,150,12,War
Fibonacci,1992,1.8333,6.28889,2,2,0,30,0,Abstract
The Big Idea,2000,1.3191,6.29205,3,6,0,45,10,Party
Conspiracy,1973,1.913,6.24374,3,4,0,90,10,Family
Gother Than Thou,2000,1.1667,4.65103,3,5,0,20,15,Thematic
HeroQuest,1989,2.1576,7.1501,2,5,5,90,14,Thematic
Battle Masters,1992,1.8701,6.29095,2,2,2,60,9,War
A House Divided: War Between the States 1861-65,1981,2.6327,7.07239,2,2,2,240,12,War
Wabbit Wampage,1985,2.0,5.97602,2,4,0,120,12,Thematic
Roman Civil War,1993,3.1667,6.85523,2,2,0,120,12,War
Montgolfiere,1992,1.2206,5.84796,2,6,0,45,7,Family
Caesar in Gallia: Conquest on the Ancient Frontier,1993,3.0667,6.90565,2,2,0,300,0,War
Frederick the Great: The Campaigns of The Soldier King,1975,2.7042,6.9556,2,4,0,240,12,War
When Tigers Fight,1994,3.0,6.18222,2,2,0,300,14,War
Holy War: Afghanistan,1991,3.1765,6.23187,2,2,0,180,12,War
Dragons of Glory,1986,2.5714,6.25882,2,2,0,180,12,War
Snit's Revenge!,1977,1.4348,6.19453,2,2,0,20,8,misc
Elfenroads,1992,2.5,7.05959,2,6,0,120,10,Strategy
Blood Bowl (Third Edition),1994,2.9814,7.54407,2,2,2,180,12,misc
Nuclear War,1965,1.4428,6.21894,2,6,6,60,10,Thematic
Talisman,1983,2.1824,6.35398,2,6,4,240,9,Thematic
Escape from Colditz,1973,2.2377,6.66717,2,6,4,180,12,Thematic
Pizza Party,1987,1.2,4.95516,2,4,0,15,4,Childrens
Galaxy: The Dark Ages,2000,2.4154,6.27078,2,5,0,90,12,Strategy
Tyranno Ex,1990,2.3542,6.46624,2,4,0,120,12,Strategy
Fast Food Franchise,1992,2.1714,6.32872,2,5,0,180,12,Strategy
Oregon Trail,1981,2.25,5.39659,1,8,0,120,0,misc
The Uncanny X-Men Alert Adventure Game,1992,1.5814,6.13641,2,4,0,60,9,Thematic
Chill: Black Morn Manor,1985,2.0588,5.98998,2,6,0,120,12,Thematic
Chinese Civil War,1979,2.8571,5.8949,2,2,0,180,12,War
The Sun Never Sets: Three Campaigns of the British Empire,1997,2.8571,7.02128,2,2,0,180,0,War
Breakout: Normandy,1992,3.3913,7.68664,2,2,0,240,12,War
Escape from New York,1981,1.5,5.54747,2,4,0,60,10,Thematic
San Francisco,2000,2.5714,6.18419,3,5,0,90,12,misc
Rio Grande:  The Battle of Valverde,1991,3.4444,5.27797,2,2,0,180,12,War
Trajan,1991,3.2069,6.84542,2,2,0,180,12,War
Germania,1995,2.9091,6.68206,2,2,0,180,12,War
War of Resistance,1998,4.5,7.02576,2,2,0,0,12,War
"The Game of France, 1940: German Blitzkrieg in the West",1972,2.7183,5.94646,2,2,0,180,12,War
Bitter Woods: The Battle of the Bulge,1998,3.125,6.89859,2,2,0,240,12,War
Trax,1980,2.1273,6.50334,2,2,0,10,8,Abstract
Minos,1991,2.6667,6.40307,2,4,0,120,16,Strategy
Maul of America,1998,1.5,4.72939,2,6,0,120,12,misc
Panzerkrieg: von Manstein & HeeresGruppe Süd,1978,3.1282,6.45769,2,2,0,240,14,War
Domain,1982,1.7778,6.12156,2,2,0,15,8,Abstract
Thunder at Cassino,1987,3.1636,7.02387,1,2,0,360,12,War
Black Vienna,1987,2.62,7.01613,3,6,0,60,10,Strategy
Lunatix Loop,2000,2.0,6.33657,4,6,0,0,10,misc
Turning Point: Stalingrad,1989,3.3119,7.26836,1,2,0,1800,10,War
Battle Line,2000,1.8999,7.4134,2,2,2,30,12,Strategy
The Great Brain Robbery,2000,1.3061,5.53855,3,7,0,60,10,misc
Formula C Minus,2000,1.0,5.18571,2,6,0,0,10,misc
Mad Gab,1996,1.2532,5.00742,2,12,0,45,10,Party
Space Walk,1999,1.4783,5.95776,2,5,0,45,8,Abstract
Regatta,1967,2.0667,6.3433,2,6,0,60,10,Strategy
Keywood,1995,2.0,6.80727,2,5,0,120,10,misc
Keytown,2000,2.8,6.53952,2,5,0,60,12,misc
Star Trek Red Alert,2000,2.3333,6.49074,2,8,0,90,10,misc
Loot,1992,1.3779,6.29663,2,8,4,20,10,Family
Kings and Castles,2000,2.6154,6.63192,2,4,0,90,10,Strategy
Ausbrecher AG,1985,1.3448,6.06098,2,6,0,20,10,misc
Beim Zeus!,1997,2.1429,5.17568,3,6,0,90,12,misc
Die Tafelrunde,2000,1.0,5.77424,3,4,0,45,10,misc
Remmi Demmi,1999,1.0,5.63273,4,9,0,30,8,misc
Tabloid Teasers,1991,1.1,5.91235,3,6,0,45,10,misc
"Win, Place & Show",1966,2.0842,6.72781,3,6,0,120,8,misc
Letter Head,2000,1.5714,5.9582,1,9,0,10,8,misc
Discretion,1978,3.0,6.61538,2,8,0,120,13,misc
Dog Eat Dog,1999,2.4,5.17083,2,6,0,90,12,misc
Maxi Bour$e,1987,2.25,4.54947,2,6,0,90,10,misc
Palermo,1992,1.8889,5.92667,3,5,0,60,10,misc
Tales of the Arabian Nights,1985,2.4198,7.06102,1,6,0,120,12,Thematic
Focus,1963,2.3889,6.44925,2,4,0,45,10,Abstract
Terra Turrium,1990,2.25,6.05054,2,4,0,90,12,Abstract
Löwendynastie,1998,1.7,5.92267,3,6,0,30,10,misc
Megiddo,1985,2.3333,6.07872,2,3,0,20,8,Abstract
Yahtzee Deluxe Poker,1994,1.3333,6.047,2,6,0,20,12,misc
Foil,1968,1.5294,5.5177,2,4,0,60,10,misc
Dragonlance,1988,1.875,5.38364,2,6,0,60,10,Family
Shanghai Trader,1986,2.5882,6.4826,3,6,0,300,12,misc
Flucht aus Mangrovia,1989,2.0,4.55,2,6,0,30,8,misc
Ace of Aces: Handy Rotary Series,1980,1.7544,7.03526,2,2,0,20,10,War
The Hills Rise Wild!,2000,2.6154,6.37923,2,4,0,180,12,Thematic
Crimean War Battles,1978,2.8182,6.85,2,2,0,120,12,War
Taipei: China Invades,2000,4.3333,6.07059,2,2,0,120,12,War
Dragonhunt,1982,2.5652,5.7536,2,6,0,120,12,War
Thunder Road,1986,1.3625,6.65921,2,4,0,45,10,Thematic
Buffy the Vampire Slayer: The Game,2000,2.0065,6.63384,2,5,5,90,12,Thematic
West Riding,2000,3.5,6.37571,3,6,0,180,12,Strategy
Pipeline: The Oil Game,1988,1.8,5.27045,2,4,0,30,8,Abstract
Amoeba,1975,2.0,6.02619,2,4,0,0,8,Abstract
Rummikub,1977,1.7395,6.40131,2,4,4,60,8,Family
Goosebumps: Terror in the Graveyard Game,1995,1.1818,5.38616,2,4,0,45,7,Childrens
Aquarius,1998,1.1373,6.04985,2,5,0,30,6,Family
Chrononauts,2000,1.8429,6.19536,1,6,4,30,11,misc
2038: Tycoons of the Asteroid Belt,1995,4.04,7.0818,3,6,0,360,14,Strategy
Quacksalbe,1998,2.5,6.26923,3,5,0,30,14,misc
Axiom,1988,2.9333,6.96537,2,2,0,15,9,Abstract
La Trel,1994,1.75,5.54137,2,2,0,60,10,Abstract
Carcassonne,2000,1.9064,7.41883,2,5,2,45,7,Family
The Lord of the Rings,2000,2.5648,6.74543,2,5,4,90,12,Thematic
Hijara,1995,1.5,5.77993,2,2,0,40,10,Abstract
Screaming Eagles,1987,1.3214,5.99292,2,4,0,20,10,Family
Cartagena,2000,1.605,6.68543,2,5,3,45,8,Family
Attila,2000,2.5473,6.47896,2,5,0,45,10,Strategy
Wizards,1982,2.9615,6.37999,1,6,0,240,12,Thematic
Battle of the Bands,2001,1.4348,5.77363,2,4,0,45,13,misc
Schrille Stille,1999,1.7625,6.47311,3,6,0,90,10,Strategy
For the People,1998,3.7185,7.76705,2,2,2,360,12,War
Chronology,1996,1.4328,6.48532,2,8,0,30,12,Party
Election,1972,2.625,6.84021,3,6,0,120,12,misc
New England Railways,2000,2.625,6.64327,2,6,0,120,13,Strategy
Corsairs,2000,1.6818,6.05147,2,4,0,60,10,Family
Razzia,1992,1.3913,6.36319,3,8,0,30,12,misc
Circus Minimus,2000,2.1429,6.33358,2,7,0,60,12,misc
Mausoleum,2000,1.4,4.6117,3,5,0,20,12,misc
Feudal,1967,2.3058,6.06872,2,6,0,90,10,Abstract
Tip Tap,1999,1.0,5.76514,3,6,0,45,7,misc
Golf Masters,2000,0.0,4.82817,2,2,0,90,8,misc
Pop Belly,1999,1.2727,5.20864,2,4,0,25,4,Childrens
...und tschüss!,1997,1.3,6.40802,4,6,0,30,10,Family
Doge,2000,2.5479,6.50347,3,4,0,45,12,Strategy
Java,2000,3.3861,7.00894,2,4,3,120,12,Strategy
"New York, New York",1989,1.4,5.75773,2,4,0,30,8,misc
Titanic: Der Mythos,1998,1.0667,5.4465,2,5,0,20,10,misc
Blindes Huhn,1997,1.1429,5.2962,3,6,0,20,8,misc
Illuminati,1982,2.4842,6.18886,2,6,0,120,12,misc
Scotland the Brave,1998,2.7692,5.89286,2,2,0,180,12,War
Weapons & Warriors:  Castle Combat Set,1993,1.2708,5.95808,2,99,0,30,7,Childrens
Mage Knight,2000,2.3563,6.17708,2,4,0,60,10,CGS
Landslide,1971,1.4286,6.17731,2,4,0,90,9,misc
"Lie, Cheat & Steal",1971,1.4118,5.28156,2,6,0,90,12,misc
Morisi,2000,2.1,6.5,2,4,0,45,10,misc
Bongo!,2000,1.413,6.07702,2,8,0,15,8,misc
Empires of the Ancient World,2000,2.9759,6.62418,3,5,0,180,12,Strategy
Fire,1996,1.1333,6.03562,2,5,0,20,6,misc
M,2000,1.9615,6.33979,2,6,0,30,10,misc
Offline,2000,2.6667,5.98611,2,4,0,45,10,misc
Roads & Boats,1999,4.1859,7.7313,1,4,2,240,14,Strategy
Tennis Masters,2000,1.6667,5.63889,2,2,0,40,8,misc
Troia,2000,1.8571,5.60162,2,4,0,60,9,misc
Wyatt Earp,2001,1.8401,6.83231,2,4,3,45,8,Family
Tacara,2000,0.0,6.3527,3,10,0,60,10,misc
Derby,2000,1.6667,6.02674,3,5,0,60,0,misc
Ivanhoe,2000,1.6103,6.5389,2,5,4,45,10,Family
Way Out West,2000,2.6203,6.14302,3,5,0,120,12,Strategy
Der Garten des Sonnenkönigs,1996,2.5,5.93451,2,5,0,60,10,misc
Real Action Stockcar Championship,1998,2.75,6.92131,1,20,0,90,10,misc
Cranium,1998,1.4278,5.68145,4,16,8,60,13,Party
APBA Pro Baseball,1951,1.913,7.02516,1,2,0,30,10,Thematic
Movie Mania,1992,1.6667,4.57798,2,4,0,60,13,misc
City,1988,1.7143,5.60826,2,6,0,30,8,misc
Meuterer,2000,2.3162,6.88011,3,4,4,60,12,Strategy
Hamsterrolle,2000,1.0745,6.81159,2,4,0,40,7,Family
Dream Factory,2000,2.109,7.05277,2,5,5,60,10,misc
Vagabondo,1979,1.6,5.73889,2,6,0,30,8,Abstract
Abilene,1983,1.7,5.8831,3,6,0,45,8,misc
Tally Ho!,1973,1.4911,6.14755,2,2,0,30,8,Family
Saturn,1997,1.25,6.75995,2,4,0,30,8,misc
Kunst Stücke,1995,2.3846,6.43647,2,5,0,60,12,Strategy
Empires of the Middle Ages,1980,3.5439,7.16411,1,6,0,360,14,misc
Pacific Victory: War in the Pacific 1941-45,2000,3.193,6.92564,2,2,0,240,12,War
Battle Platform Antilles,2000,1.0,5.07895,1,1,0,20,10,misc
Mystery of the Abbey,1995,2.2025,6.5372,3,6,5,90,8,Family
Pete the Pirate,2000,1.2222,5.87,2,4,0,30,6,Childrens
Rack-O,1956,1.1976,5.78218,2,4,0,45,8,Family
Ultimate Outburst,1999,1.3704,6.11843,2,0,0,60,18,misc
Breakaway Rider,1963,1.2772,6.18922,2,6,0,20,8,Family
Werewolf,1986,1.3969,6.52483,8,24,13,60,8,Party
Lift Off,2000,1.4167,5.15667,2,4,0,30,8,misc
Gerüchteküche,2000,1.2,5.06333,3,7,0,20,7,misc
The Great Dalmuti,1995,1.2934,6.5681,4,8,6,60,8,Party
Böse Buben,2000,1.3333,5.29592,2,4,0,20,12,misc
Corner,1974,1.5,6.48333,2,4,0,0,10,Abstract
Top Race,1996,1.7542,6.75839,2,6,0,45,8,misc
New Orleans Big Band,1990,1.8,5.8271,3,6,0,90,10,misc
Die Kette von Saba,1984,1.5,5.38864,3,7,0,60,8,misc
Australian Rails,1994,2.6471,6.95804,2,6,0,240,10,Strategy
The Fury of Dracula,1987,2.5955,6.9296,2,4,0,180,12,Thematic
1825 Unit 1,1995,3.5833,6.84983,2,5,0,180,14,Strategy
Enchanted Forest,1981,1.2599,5.71836,2,6,0,60,6,Childrens
Star Wars: The Queen's Gambit,2000,2.4873,7.5636,2,4,2,120,12,Thematic
Karawane,1990,1.5714,6.02057,3,5,0,45,12,misc
Turbo Taxi,2000,1.475,6.05609,2,4,0,30,8,Family
Snail's Pace,2000,1.0,5.17742,2,6,0,60,10,misc
Ligretto,1988,1.1837,6.18566,2,4,4,10,8,Family
Mag·Blast,1998,1.5405,5.90383,2,6,0,60,10,Thematic
Trivia for Dummies,1998,1.0,5.19407,3,4,0,20,12,misc
Dao,1999,1.5294,5.31095,2,2,0,10,5,Abstract
Twixt,1962,2.5053,6.58862,2,4,0,30,12,Abstract
Four Dragons,2000,2.3556,6.57577,3,4,0,30,12,misc
Football Strategy,1959,1.5556,6.42525,2,4,0,150,10,Strategy
Pony Express,1991,1.8571,5.31944,2,6,0,60,12,misc
Super Giant Monster Showdown,1999,2.0833,6.02789,2,9,0,60,10,misc
Azteca,1998,3.3846,6.00533,2,4,0,240,12,misc
PanzerZug,1998,1.6,6.17222,2,6,0,30,10,misc
Orcz,2000,1.8077,5.42276,2,4,0,45,12,misc
Luftschiff,1996,3.3158,7.15733,1,2,0,60,12,War
The Gardens of the Alhambra,1993,1.8036,6.15759,2,4,0,60,8,misc
Kapitän Wackelpudding,1994,1.1,6.22467,2,5,0,30,8,Childrens
Ben Hurt,1996,1.7407,5.6435,4,8,0,60,12,misc
The Keep,1983,1.8,5.86848,3,6,0,60,10,misc
The Powerpuff Girls: Saving the World Before Bedtime,2000,1.1875,5.84969,2,4,0,30,8,Childrens
Al Cabohne,2000,1.7672,5.9658,1,2,2,60,12,Family
Amoeba Wars,1981,2.1373,6.06841,2,6,0,150,12,misc
Tangoes,1980,1.5,5.75329,1,2,0,10,5,misc
Name Burst,1992,1.8333,6.20685,3,10,0,30,10,misc
Babel,2000,2.3971,6.65679,2,2,2,60,12,Strategy
Kingmaker,1974,3.0691,6.51109,2,7,5,240,12,misc
Zapp Zerapp,2000,1.3,6.12898,2,4,0,30,7,Childrens
90 Grad,2000,2.8571,6.68769,2,2,0,15,10,Abstract
Alcazar,1978,2.0,5.9,2,2,0,30,12,misc
An den Ufern des Nils,1994,2.3214,6.34306,2,5,0,60,12,Strategy
Canaletto,1995,1.8333,5.3099,3,4,0,45,12,misc
Panda Monium,1994,1.0,5.36618,3,6,0,20,6,Childrens
Corona,1974,2.3333,6.43333,2,10,0,45,12,Abstract
Vendetta,1988,1.2609,5.11766,2,4,0,30,8,misc
Cosmic Eidex,1998,2.6786,6.89404,3,3,0,60,10,Strategy
Das Regeln Wir Schon!,1994,2.1667,6.40339,3,5,0,90,12,misc
Der Feuersalamander,1987,2.2857,5.81667,2,4,0,30,10,misc
Die Erbraffer,1994,1.6,5.39128,2,6,0,90,12,misc
Die Hanse,1993,2.2632,5.66677,3,6,0,75,10,misc
Die Schlangen von Delhi,1994,1.6667,5.525,2,4,0,30,8,misc
Dream Team,1997,1.7273,4.89091,2,6,0,30,12,misc
Die Magier,1985,1.9,5.76065,3,3,0,60,10,misc
